split,file,question,gt_answer,llm_answer,correct
train-hard,comparison__pair_composed.txt,Let u = 1.2 + -0.2. Let h = -17.2 - -6.2. Let n = h - -13. Which is smaller: n or u?,u,1.2,False
train-hard,comparison__pair_composed.txt,"Suppose -3*y + 3 = 3*h, 108*y - 2*h + 16 = 103*y. Let n(k) = 2*k**2 + k**3 - k - 3 + 0 - k**2. Let b be n(0). Is b > y?",False,-3,False
train-hard,comparison__sort.txt,"Put -5, 3, -2, 10629, 2 in decreasing order.","10629, 3, 2, -2, -5",-5,False
train-hard,comparison__sort.txt,"Sort 6, 2, -5, -1, -3, -47469, -2 in increasing order.","-47469, -5, -3, -2, -1, 2, 6",6,False
train-hard,comparison__sort.txt,"Put -1/2, -23772, -14 in ascending order.","-23772, -14, -1/2",-1,False
train-hard,comparison__sort_composed.txt,"Let j(d) = -44*d - 2286. Let l be j(-52). Put l, -3047, 1 in increasing order.","-3047, 1, l",-44,False
train-hard,comparison__sort_composed.txt,"Let j(o) = -o**2 - 5*o - 4. Suppose 15*y + 17 = -28. Let l be j(y). Put l, -7, -1, -3 in decreasing order.","l, -1, -3, -7",2,False
train-hard,comparison__sort_composed.txt,"Let l be (-2)/(-6)*(3350/(-1) + (15 - 22)). Put -1, -4, l in increasing order.","l, -4, -1",-2,False
train-hard,measurement__conversion.txt,What is 0.9091582 nanograms in tonnes?,0.0000000000000009091582,0.9091582,False
train-hard,measurement__conversion.txt,How many months are there in thirteen eighths of a century?,1950,13,False
train-hard,measurement__conversion.txt,How many millilitres are there in seven eighths of a litre?,875,7,False
train-hard,measurement__time.txt,What is 202 minutes before 8:01 PM?,4:39 PM,202,False
train-hard,measurement__time.txt,What is 628 minutes after 9:45 PM?,8:13 AM,628,False
train-hard,measurement__time.txt,What is 539 minutes before 11:01 PM?,2:02 PM,539,False
train-hard,numbers__base_conversion.txt,What is 101102332 (base 4) in base 12?,34bba,101102332,False
train-hard,numbers__base_conversion.txt,-42036523 (base 7) to base 2,-1101100000000000110001,-42036523,False
train-hard,numbers__base_conversion.txt,What is -1157226 (base 10) in base 9?,-2153366,-1157226,False
train-hard,numbers__div_remainder.txt,Calculate the remainder when 525857 is divided by 6824.,409,525857,False
train-hard,numbers__div_remainder.txt,What is the remainder when 1268043 is divided by 14388?,1899,1268043,False
train-hard,numbers__div_remainder.txt,What is the remainder when 1880151 is divided by 473?,449,1880151,False
train-hard,numbers__div_remainder_composed.txt,"Let m be (1 - -2)*(-5)/(-3). Let r = -19 + 28. Suppose m*n + 69 = z, 3*n + r = z - 52. What is the remainder when z is divided by 27?",22,1,False
train-hard,numbers__div_remainder_composed.txt,"Suppose -4*k + 254 + 50 = 4*d, 198 = 3*d - 3*k. Calculate the remainder when 490 is divided by d.",64,-4,False
train-hard,numbers__div_remainder_composed.txt,Calculate the remainder when 791 is divided by 13764/279 + (-11)/(-3).,49,791,False
train-hard,numbers__gcd.txt,Calculate the highest common factor of 32657 and 60690.,289,32657,False
train-hard,numbers__gcd.txt,Calculate the greatest common divisor of 484456 and 63511.,1477,484456,False
train-hard,numbers__gcd.txt,Calculate the greatest common factor of 755 and 1510510.,5,755,False
train-hard,numbers__gcd_composed.txt,Let i(w) = 1. Let l(j) = -3*j - 21. Let s(x) = -4*i(x) - l(x). Let o be s(-5). Suppose -2*k - 24 = -6*k. Calculate the highest common factor of o and k.,2,1,False
train-hard,numbers__gcd_composed.txt,"Suppose 2*z + d - 58 = 5*z, -5*d - 71 = 4*z. Let a(f) = 137 - 2*f. Let y be a(z). Calculate the greatest common divisor of 280 and y.",35,2,False
train-hard,numbers__gcd_composed.txt,"Suppose 0 = 4*q + 5*r - 1511, 48*r = 45*r + 9. Calculate the highest common factor of q and 1173.",17,0,False
train-hard,numbers__is_factor.txt,Is 44 a factor of 1084824?,False,44,False
train-hard,numbers__is_factor.txt,Is 3 a factor of 114809181?,True,3,False
train-hard,numbers__is_factor.txt,Does 61 divide 210599137?,False,61,False
train-hard,numbers__is_factor_composed.txt,"Suppose -2*i = i - 2*k - 16, 0 = -5*i - 5*k - 15. Suppose 587 = i*q + x, q + 3*x - 301 = x. Let a = -168 + q. Is 41 a factor of a?",True,-2,False
train-hard,numbers__is_factor_composed.txt,Suppose -160*v + 183375 = -35*v. Is v a multiple of 10?,False,-160,False
train-hard,numbers__is_factor_composed.txt,"Suppose 14 + 6 = -4*n, 2*c - 3*n - 15 = 0. Suppose -3*k - 4497 = -3*p, c = 2*p - 4*k - 1742 - 1246. Is 16 a factor of p?",True,14,False
train-hard,numbers__is_prime.txt,Is 34514965803 composite?,True,34514965803,False
train-hard,numbers__is_prime.txt,Is 670770223 a prime number?,False,670770223,False
train-hard,numbers__is_prime.txt,Is 2163451061 prime?,False,2163451061,False
train-hard,numbers__is_prime_composed.txt,"Let f(o) = -o**2 + 9*o + 17. Let d be f(8). Suppose t - 8 = -0*t - z, -2*t + z = -d. Let n(b) = 8*b**2 - 21*b + 14. Is n(t) a prime number?",True,2,False
train-hard,numbers__is_prime_composed.txt,Suppose 26*t - 165048 = 14*t. Let j = 19735 - t. Is j a composite number?,False,26,False
train-hard,numbers__is_prime_composed.txt,Let s(c) = -50*c**3 - 7*c**2 + 8*c + 18. Let q be s(-5). Let k = q - -1124. Is k a prime number?,True,-50,False
train-hard,numbers__lcm.txt,Calculate the lowest common multiple of 3489184 and 3925332.,31402656,3489184,False
train-hard,numbers__lcm.txt,Calculate the lowest common multiple of 3468868 and 570.,52033020,3468868,False
train-hard,numbers__lcm.txt,Find the common denominator of -29/77097720 and -139/32124050.,385488600,-29,False
train-hard,numbers__lcm_composed.txt,Suppose 2*q + 257 = -83. Let o = q - -218. Let s(d) = 2*d**2 + 4*d + 4. What is the lowest common multiple of s(-3) and o?,240,2,False
train-hard,numbers__lcm_composed.txt,Let h = -1310 + 3390. Calculate the lowest common multiple of h and 728.,14560,-1310,False
train-hard,numbers__lcm_composed.txt,Let o = -644/17 - -16315/476. What is the common denominator of 35/3 and o?,84,-644,False
train-hard,numbers__list_prime_factors.txt,List the prime factors of 60925221.,"3, 7, 41, 103, 229",60925221,False
train-hard,numbers__list_prime_factors.txt,List the prime factors of 1975519714.,"2, 7, 17, 8300503",1975519714,False
train-hard,numbers__list_prime_factors.txt,What are the prime factors of 41985290?,"2, 5, 4198529",41985290,False
train-hard,numbers__list_prime_factors_composed.txt,"Suppose 4*i + 20 = 3*y, y + 5*i + 14 = 2*y. Suppose 0 = -5*s - 5, 4*s - 9*s - 5 = y*w. List the prime factors of (-8 - -7) + (w - -77).","2, 19",4,False
train-hard,numbers__list_prime_factors_composed.txt,Let l(r) be the first derivative of -5/4*r**4 + 0*r**3 + r + 1/2*r**2 - 17. List the prime factors of l(-1).,5,-5,False
train-hard,numbers__list_prime_factors_composed.txt,"Suppose 0 = 3*k + b - 116860, -9*b - 53556 = -5*k + 141200. What are the prime factors of k?",38953,0,False
train-hard,numbers__place_value.txt,What is the ten thousands digit of 6789997318?,9,6789997318,False
train-hard,numbers__place_value.txt,What is the hundreds digit of 101111084?,0,101111084,False
train-hard,numbers__place_value.txt,What is the ten millions digit of 82609263?,8,82609263,False
train-hard,numbers__place_value_composed.txt,"Suppose 2*g = -2*p + 2960, g = 6*g - 2*p - 7400. Let f = g - 1022. What is the units digit of f?",8,2,False
train-hard,numbers__place_value_composed.txt,"Let t(z) = 6 - 12*z. Let c(b) = -b**3 + 9*b**2 - 15*b - 7. Suppose 0 = -d - 5*o - 18, -d + o + 16 = 4. Let y be c(d). What is the units digit of t(y)?",4,6,False
train-hard,numbers__place_value_composed.txt,Let m(w) = -9*w**3 - 2*w**2 - 3*w - 13. Let n(x) = -x**2 + 7*x + 26. Let i be n(10). What is the tens digit of m(i)?,4,-9,False
train-hard,numbers__round_number.txt,What is 1396.8714 rounded to the nearest integer?,1397,1396.8714,False
train-hard,numbers__round_number.txt,Round 0.000124474185 to 7 decimal places.,0.0001245,0.000124474185,False
train-hard,numbers__round_number.txt,Round -11.308732 to the nearest integer.,-11,-11.308732,False
train-hard,numbers__round_number_composed.txt,Let z = -0.24579 + 0.07226. Let p = -0.166 - z. What is p rounded to four decimal places?,0.0075,-0.24579,False
train-hard,numbers__round_number_composed.txt,"Suppose 4*f + 2*n = 44, -5*n + 2*n = -12. Let v be 416/6 - 3/f. Let l = v - 213. Round l to the nearest ten.",-140,4,False
train-hard,numbers__round_number_composed.txt,Let k = 110.441849 - -2.559321. Let g = k + -113. What is g rounded to four dps?,0.0012,110.441849,False
train-hard,polynomials__add.txt,Let v(p) = 2 - 3447*p. Let w(s) = 7 - 10344*s. Give -7*v(j) + 2*w(j).,3441*j,2,False
train-hard,polynomials__add.txt,Let a(i) = i. Let p(d) = 1 + 73*d + 62*d - 178*d + 57*d. Let c be (12/36)/(2/6 - 0). Calculate c*p(f) - 6*a(f).,8*f + 1,1,False
train-hard,polynomials__add.txt,Let o(p) = -5*p**2 - 6*p - 4. Let n = 12 - 18. Let i(t) = -4 + 6*t**2 + 6*t**2 - 5*t - 18*t**2 - 3*t + t. Give n*i(z) + 7*o(z).,z**2 - 4,-5,False
train-hard,polynomials__coefficient_named.txt,Rearrange 2*s**2 + s - 505 - s**4 + 22*s**3 - 11*s**3 - 14*s**3 + 976 to p*s**4 + x + c*s**2 + h*s**3 + y*s and give c.,2,2,True
train-hard,polynomials__coefficient_named.txt,Rearrange -4382*b**3 + 0*b**2 - 567 + 0*b + 4376*b**3 - b - b**2 to v*b + n + i*b**3 + y*b**2 and give y.,-1,-4382,False
train-hard,polynomials__coefficient_named.txt,Express -8708*n**2 - 3812*n**2 - 4027*n**2 in the form v*n**2 + o*n + a and give v.,-16547,-8708,False
train-hard,polynomials__collect.txt,Collect the terms in -5293251418 + 5293251418 - b**2.,-b**2,-5293251418,False
train-hard,polynomials__collect.txt,Collect the terms in -328039*v - 13 + 164023*v + 8*v**3 + 164016*v.,8*v**3 - 13,-328039,False
train-hard,polynomials__collect.txt,Collect the terms in -3*h**3 - 53*h**2 + 53*h**2 - 2278 + 16*h**3 - 6*h**3.,7*h**3 - 2278,-3,False
train-hard,polynomials__compose.txt,Let p(x) = 18244*x. Let n(r) = 53 - 4*r. Determine p(n(h)).,966932 - 72976*h,18244,False
train-hard,polynomials__compose.txt,Let x(k) be the first derivative of 0*k + 0*k**2 + 36 - 3/40*k**5 - 2*k**3 + 0*k**4. Let b(j) be the third derivative of x(j). Let m(t) = 5*t. What is b(m(l))?,-45*l,0,False
train-hard,polynomials__compose.txt,Let v(u) = 124*u - 57055. Let t(c) = -10*c. Determine v(t(l)).,-1240*l - 57055,124,False
train-hard,polynomials__evaluate.txt,Let p(v) = 38100 - 778*v. Give p(49).,-22,38100,False
train-hard,polynomials__evaluate.txt,Let q(t) = -t**3 - 6*t**2 - 45*t - 185. Determine q(-15).,2515,3,False
train-hard,polynomials__evaluate.txt,Let u(j) = -20869*j**2 + 42*j - 15. Determine u(0).,-15,-20869,False
train-hard,polynomials__evaluate_composed.txt,Let s(m) = -m**2 - 5*m - 11. Let r be s(-4). Let l be (-6 - r)/(-5) - (-87)/(-15). Let u(o) = 3*o + 3. Calculate u(l).,-15,2,False
train-hard,polynomials__evaluate_composed.txt,Let b be (-2 - (-14)/6)*(-8 + 8)/(-13). Let k(i) = i**3 + i**2 - i + 11. Give k(b).,11,-2,False
train-hard,polynomials__evaluate_composed.txt,Let x(d) be the first derivative of 34*d**3 + 2*d**2 - 3*d - 1215. Determine x(1).,103,34,False
train-hard,polynomials__expand.txt,Expand (-103 - 33 + 58)*(3*o + o - 3*o)*(4 + 3 - 6).,-78*o,-103,False
train-hard,polynomials__expand.txt,Expand ((-1 - 3 + 7)*(-1 + 4 - 2) + 61 + 7 + 61)*(f - 4*f - 2*f).,-660*f,-1,False
train-hard,polynomials__expand.txt,Expand (-3*d + d + 0*d)*(14 - 4 + 1) - 30 + 5*d + 15 + 17.,2 - 17*d,-3,False
train-hard,polynomials__simplify_power.txt,Simplify ((x*x*x**(4/5)*x*x*x**1)/(x**1)**(-4/29))/((x*(x*x*x**(-2/3)/x)/x*x*x)/x*((x**5*x)/x)/x*x*x**(-1/5)*x**(-2)*x) assuming x is positive.,x**(70/87),4,False
train-hard,polynomials__simplify_power.txt,Simplify ((n**5)**34*(((n/(n*n**(-12)/n*n))/n)/n)/n**(2/5))**19 assuming n is positive.,n**(17062/5),5,False
train-hard,polynomials__simplify_power.txt,Simplify (j/(j**(-37)*j*j*j))**(-25)/((j*(j**(-7/6)*j)/j)/(j**37/j)) assuming j is positive.,j**(-5033/6),-37,False
train-hard,probability__swr_p_level_set.txt,"Four letters picked without replacement from fpppbfbbppbbflb. Give prob of picking 1 b, 1 p and 2 f.",6/91,1,False
train-hard,probability__swr_p_level_set.txt,"What is prob of picking 1 r, 1 t and 1 c when three letters picked without replacement from {t: 7, r: 3, m: 7, c: 2}?",14/323,1,False
train-hard,probability__swr_p_level_set.txt,"What is prob of picking 1 c, 1 y and 2 u when four letters picked without replacement from cuyvyuzccc?",4/105,1,False
train-hard,probability__swr_p_sequence.txt,Three letters picked without replacement from oxlolk. Give prob of sequence xoo.,1/60,1,False
train-hard,probability__swr_p_sequence.txt,"What is prob of sequence zu when two letters picked without replacement from {i: 1, v: 1, z: 1, u: 2}?",1/10,1,False
train-hard,probability__swr_p_sequence.txt,"Three letters picked without replacement from {q: 12, k: 3, v: 2}. Give prob of sequence qvv.",1/170,12,False
interpolate,algebra__linear_1d.txt,Solve 0 = -135*v - 457*v - 83*v + 86*v + 11780 for v.,20,0,False
interpolate,algebra__linear_1d.txt,Solve -5756 + 4209 = -422*j + 5891 + 6488 for j.,33,-5756,False
interpolate,algebra__linear_1d.txt,Solve 3480 = 70*c - 68*c - 234*c for c.,-15,3480,False
interpolate,algebra__linear_1d.txt,Solve -15000*t + 15085*t - 2720 = 0 for t.,32,-15000,False
interpolate,algebra__linear_1d.txt,Solve -2239 - 7153 - 44867 = -1871*d for d.,29,-2239,False
interpolate,algebra__linear_1d.txt,Solve -1802*k = -842*k + 1565*k - 73225 for k.,29,-1802,False
interpolate,algebra__linear_1d.txt,Solve 0 = 317*d - 2471 + 13033 + 3069 for d.,-43,0,False
interpolate,algebra__linear_1d.txt,Solve -440 = -7059476*w + 7059465*w for w.,40,-440,False
interpolate,algebra__linear_1d.txt,Solve 170*i + 220*i - 3144 = 448*i - 189*i for i.,24,170,False
interpolate,algebra__linear_1d.txt,Solve 528*i + 6980 = -170*i for i.,-10,528,False
interpolate,algebra__linear_1d_composed.txt,"Let t be -4 - (-2 + 32)/(-5). Suppose 0 = 5*m - 4*b - 6, -m - t*b = -2*m. Suppose 4*g + 23 = m*g + 5*v, 2*g - 4*v + 18 = 0. Solve g = 5*w + 16 for w.",-3,-4,False
interpolate,algebra__linear_1d_composed.txt,Let z = -27 + -23. Let r be (z/60)/(2/(-12)). Solve 3 = 8*n - r*n for n.,1,-27,False
interpolate,algebra__linear_1d_composed.txt,"Let s(z) = -z**3 + 13*z**2 - 10*z - 22. Let y = 43 + -31. Let c be s(y). Suppose c*k - 5 = 3*f - 19, -k - 8 = -2*f. Solve -f*g = 2*g - 8 for g.",2,3,False
interpolate,algebra__linear_1d_composed.txt,Let n = 314 - 529. Let x = n + 221. Solve -20 = x*d - 2 for d.,-3,314,False
interpolate,algebra__linear_1d_composed.txt,Let q(s) = 29 - 2*s. Let f = 152 + -139. Let l be q(f). Solve 2 = l*k - 4 for k.,2,29,False
interpolate,algebra__linear_1d_composed.txt,Let q be 58*2/4 + (-64)/8. Solve 19 = -8*t - q for t.,-5,58,False
interpolate,algebra__linear_1d_composed.txt,Let h be (3 + (0 - 0))/(15/(-20)). Let p = h + -1. Let w(k) = k**2 - 4. Let l be w(p). Solve 0 = -5*i - l + 1 for i.,-4,3,False
interpolate,algebra__linear_1d_composed.txt,Let a(v) = v**2 - 40*v - 127. Let o be a(-3). Solve o*b = 26 - 18 for b.,4,2,False
interpolate,algebra__linear_1d_composed.txt,"Let b(t) = 2*t**2 + 2*t - 5. Let z be b(-3). Let o be 5 + (5 - z) - (-1 + -1). Suppose 38 = -2*k + o*k + y, -4*k + 50 = y. Solve k = -f + 4*f for f.",4,2,False
interpolate,algebra__linear_1d_composed.txt,Let i = -22 - -24. Suppose 0*q = -i*q + 4. Let w(x) = -x**2 + 8*x - 11. Let h be w(5). Solve y + h = q*y for y.,4,-22,False
interpolate,algebra__linear_2d.txt,"Solve -16 + 3 = -9*d + 10*d - 2*j, -7*d + 5*j - 91 = 0 for d.",-13,-16,False
interpolate,algebra__linear_2d.txt,"Solve -4*t + 18230*u - 1 = 18243*u, 0 = 2*u - 6 for t.",-10,-4,False
interpolate,algebra__linear_2d.txt,"Solve 14350*z - 14354*z + 2*h + 4 = 0, 0 = 6*z - 4*h - 10 for z.",-1,14350,False
interpolate,algebra__linear_2d.txt,"Solve -344*t + 3 = -342*t + v, 0 = -t + 2*v + 14 for t.",4,-344,False
interpolate,algebra__linear_2d.txt,"Solve 4*l + 24 = -h + 15, 8*h - 4*l + l + 142 = 0 for h.",-17,4,False
interpolate,algebra__linear_2d.txt,"Solve 0 = 2*w + 3*a - 7, -5*w + 8*w - 22 = a + 5 for w.",8,0,False
interpolate,algebra__linear_2d.txt,"Solve 0 = -4*y + 5*q + 42, 15589*y + 4*q + 30 = 15591*y for y.",3,0,False
interpolate,algebra__linear_2d.txt,"Solve -3*a - a - 6 = -11*i, a - 7*a + 10*a + 28 = 0 for i.",-2,-3,False
interpolate,algebra__linear_2d.txt,"Solve -10*c + 0*h + 4*h + 40 = 0, c - 331*h + 3 = -332*h for c.",2,-10,False
interpolate,algebra__linear_2d.txt,"Solve -5*h + 5 = -5*f, 5*f - 1413*h + 23 = -1417*h for f.",-3,-5,False
interpolate,algebra__linear_2d_composed.txt,"Let l be -4 + (6/4)/(1/4). Suppose 4*r - 4*j = 8, -r + 0*r = -5*j + l. Solve 2*c = -2*h, 2*h - 5*h + r*c - 24 = 0 for h.",-4,-4,True
interpolate,algebra__linear_2d_composed.txt,"Suppose -2 = 7*y - 12 - 11. Solve 3*n - 18 = y*p + 4*n, p - 3*n - 4 = 0 for p.",-5,-2,False
interpolate,algebra__linear_2d_composed.txt,"Suppose -3*f - 3 = -4*k - 2*f, -4*k + 2*f = -6. Suppose 2*b - 37*l - 18 = -42*l, -2*b + 4*l = 0. Solve 0 = -h - 4*t + 1, b*h - 2*t + 6 + 8 = k for h.",-3,-3,True
interpolate,algebra__linear_2d_composed.txt,"Suppose 21*p - 3*p = 180. Let u be (-282)/(-90) - p/75. Solve -2*m + 3*o - 4*o = -3, -u*m = 4*o - 12 for m.",0,21,False
interpolate,algebra__linear_2d_composed.txt,"Suppose -i = 4*l - l, -4*i + 5*l - 17 = 0. Let n be 43 - 12/(1 - i). Let y = n + -36. Solve 5*o = -5*p + p - 11, -3*o - 13 = y*p for p.",-4,4,False
interpolate,algebra__linear_2d_composed.txt,"Suppose -2*q - q = -12. Solve t + q*f - 18 + 6 = 0, -6 = t - 2*f for t.",0,-2,False
interpolate,algebra__linear_2d_composed.txt,"Suppose -5*w - 3*c + 5 + 9 = 0, -2*c - 16 = -3*w. Solve -w*f + 5*a = -18, -f + 5*a = -5 - 7 for f.",2,-5,False
interpolate,algebra__linear_2d_composed.txt,"Let d = 15 + -5. Let y(a) = a**3 - 2*a**2 - a - 2. Let p be 4 + (5 - 4 - 2). Let f be y(p). Solve d = 2*o + 2*m, -f*o + 5*m - 5 = o for o.",2,15,False
interpolate,algebra__linear_2d_composed.txt,"Let o be -2 - (-3)/(6/16). Suppose -o*s + 56 = -10*s. Let r = s - -15. Solve -2*z - 8 = 3*p, -5*z + 3*p + r = -0 for z.",-1,-2,False
interpolate,algebra__linear_2d_composed.txt,"Let i be 36/(-27)*6/(-4). Suppose -3*a + i*d = -11, -2*a + 3*a = d + 3. Let u(r) = r**2 + 4*r. Let w be u(-4). Solve w = 5*x + 4*m + m - 20, 25 = a*m for x.",-1,36,False
interpolate,algebra__polynomial_roots.txt,Solve 3*h**2/5 - 534963*h/5 - 5884956/5 = 0 for h.,"-11, 178332",3,False
interpolate,algebra__polynomial_roots.txt,Find x such that -3*x**3/2 + 1592877*x**2/2 - 211435705425*x/2 - 634321452249/2 = 0.,"-3, 265481",-3,False
interpolate,algebra__polynomial_roots.txt,Determine n so that -2*n**4/19 - 4544*n**3/19 + 96266*n**2/19 - 91720*n/19 = 0.,"-2293, 0, 1, 20",-2,False
interpolate,algebra__polynomial_roots.txt,Factor -2*d**2/9 - 1540942*d/9 - 1540940/9.,-2*(d + 1)*(d + 770470)/9,-2,False
interpolate,algebra__polynomial_roots.txt,Suppose 3*v**3 - 29439*v**2 - 235803*v + 972279 = 0. Calculate v.,"-11, 3, 9821",3,False
interpolate,algebra__polynomial_roots.txt,Solve 81*i**4 + 33540516*i**3 + 3472125396484*i**2 + 1543161873920*i + 171462246400 = 0 for i.,"-207040, -2/9",81,False
interpolate,algebra__polynomial_roots.txt,Let 9*b**3 + 3030159*b**2 + 4040200*b + 1346732 = 0. Calculate b.,"-336683, -2/3",9,False
interpolate,algebra__polynomial_roots.txt,Find g such that -2*g**5 + 96*g**4 + 4280*g**3 - 1120*g**2 - 52608*g - 68096 = 0.,"-28, -2, 4, 76",-2,False
interpolate,algebra__polynomial_roots.txt,Factor o**2/7 + 138892*o/7 - 39684.,(o - 2)*(o + 138894)/7,2,False
interpolate,algebra__polynomial_roots.txt,"Determine g, given that -5*g**4 + 12530*g**3 - 6538740*g**2 + 976264270*g - 969738055 = 0.","1, 323, 1859",-5,False
interpolate,algebra__polynomial_roots_composed.txt,Factor -183/2*c + 189 - 3/2*c**2.,-3*(c - 2)*(c + 63)/2,-183,False
interpolate,algebra__polynomial_roots_composed.txt,Let o(p) be the second derivative of p**4/84 - 3*p**3/14 - 5*p**2/7 + 637*p. Factor o(t).,(t - 10)*(t + 1)/7,4,False
interpolate,algebra__polynomial_roots_composed.txt,Let s(b) be the second derivative of b**6/105 + 9*b**5/35 - b**4/2 - 38*b**3/21 - 41*b - 1. What is y in s(y) = 0?,"-19, -1, 0, 2",6,False
interpolate,algebra__polynomial_roots_composed.txt,Let t(f) = -2*f**3 + 57*f**2 - 83*f + 21. Let r(a) = -a**3 + 29*a**2 - 40*a + 9. Let s(x) = 7*r(x) - 3*t(x). Factor s(d).,-d*(d - 31)*(d - 1),-2,False
interpolate,algebra__polynomial_roots_composed.txt,"Let u = -3624 - -3624. Let y(f) be the second derivative of -1/120*f**4 + 0*f**2 + 2*f + 1/100*f**5 + u*f**3 + 0 - 1/300*f**6. Determine g, given that y(g) = 0.","0, 1",-3624,False
interpolate,algebra__polynomial_roots_composed.txt,Let g(o) be the third derivative of o**6/55 - 23*o**5/330 + 13*o**4/132 - 2*o**3/33 + 107*o**2. Find i such that g(i) = 0.,"1/4, 2/3, 1",6,False
interpolate,algebra__polynomial_roots_composed.txt,Factor 269378/9 + 2/9*i**2 - 1468/9*i.,2*(i - 367)**2/9,269378,False
interpolate,algebra__polynomial_roots_composed.txt,Let h(f) = -8*f**3 - 6*f**2 + 12*f - 2. Let k(v) = 7*v**3 + 6*v**2 - 12*v - 1. Let l(d) = -5*h(d) - 6*k(d). Factor l(n).,-2*(n - 2)*(n + 1)*(n + 4),-8,False
interpolate,algebra__polynomial_roots_composed.txt,Let y = -4659 - -13982/3. Let i(x) be the second derivative of -y*x**4 + 17*x + 8*x**2 + 0 + 16/3*x**3. Factor i(m).,-4*(m - 2)*(5*m + 2),-4659,False
interpolate,algebra__polynomial_roots_composed.txt,Let v(l) = -l**3 + 7*l**2 - 7*l - 4. Let u be v(6). Let n = 14 + u. Let -101*z**4 - z**3 + 2*z**3 + 102*z**n = 0. What is z?,"-1, 0",3,False
interpolate,algebra__sequence_next_term.txt,"What comes next: 114903, 229840, 344777, 459714, 574651?",689588,114903,False
interpolate,algebra__sequence_next_term.txt,"What is the next term in -6685, -26835, -60443, -107509, -168033, -242015?",-329455,-6685,False
interpolate,algebra__sequence_next_term.txt,"What is the next term in -1531, -6380, -14467, -25792, -40355, -58156, -79195?",-103472,-1531,False
interpolate,algebra__sequence_next_term.txt,"What comes next: 72, 199, 460, 927, 1672, 2767?",4284,72,False
interpolate,algebra__sequence_next_term.txt,"What comes next: 174116, 174100, 174086, 174074, 174064, 174056, 174050?",174046,174116,False
interpolate,algebra__sequence_next_term.txt,"What is the next term in -18375, -73711, -166007, -295263, -461479, -664655?",-904791,-18375,False
interpolate,algebra__sequence_next_term.txt,"What is the next term in 4086905, 4086907, 4086911, 4086917, 4086925?",4086935,4086905,False
interpolate,algebra__sequence_next_term.txt,"What comes next: 5268, 5178, 5068, 4932, 4764, 4558, 4308, 4008?",3652,5268,False
interpolate,algebra__sequence_next_term.txt,"What is next in 391, 916, 1843, 3178, 4927, 7096, 9691, 12718?",16183,391,False
interpolate,algebra__sequence_next_term.txt,"What comes next: -8454, -17076, -25700, -34326?",-42954,-8454,False
interpolate,algebra__sequence_nth_term.txt,"What is the o'th term of -235793, -235756, -235719, -235682?",37*o - 235830,-235793,False
interpolate,algebra__sequence_nth_term.txt,"What is the p'th term of -64371, -257549, -579509, -1030245, -1609751, -2318021?",p**3 - 64397*p**2 + 6*p + 19,-64371,False
interpolate,algebra__sequence_nth_term.txt,"What is the n'th term of -2424, -2644, -2834, -2982, -3076, -3104, -3054?",2*n**3 + 3*n**2 - 243*n - 2186,-2424,False
interpolate,algebra__sequence_nth_term.txt,"What is the j'th term of 1066141, 2132261, 3198361, 4264435, 5330477?",-j**3 - 4*j**2 + 1066139*j + 7,1066141,False
interpolate,algebra__sequence_nth_term.txt,"What is the j'th term of 420482, 420484, 420488, 420494, 420502?",j**2 - j + 420482,420482,False
interpolate,algebra__sequence_nth_term.txt,"What is the y'th term of 12335, 12920, 13505, 14090, 14675?",585*y + 11750,12335,False
interpolate,algebra__sequence_nth_term.txt,"What is the y'th term of -1, -168, -617, -1486, -2913, -5036, -7993, -11922?",-23*y**3 - 3*y**2 + 3*y + 22,-1,False
interpolate,algebra__sequence_nth_term.txt,"What is the h'th term of 7465232, 14930467, 22395702, 29860937?",7465235*h - 3,7465232,False
interpolate,algebra__sequence_nth_term.txt,"What is the i'th term of 226853, 226882, 226911?",29*i + 226824,226853,False
interpolate,algebra__sequence_nth_term.txt,"What is the r'th term of 121840, 121858, 121876, 121894, 121912, 121930?",18*r + 121822,121840,False
interpolate,arithmetic__add_or_sub.txt,What is -617.0548 plus -5146?,-5763.0548,-617.0548,False
interpolate,arithmetic__add_or_sub.txt,Total of 0.5 and 29776763.738.,29776764.238,0.5,False
interpolate,arithmetic__add_or_sub.txt,Calculate 0.11329 + -11.249306.,-11.136016,0.11329,False
interpolate,arithmetic__add_or_sub.txt,175334451+-8.74,175334442.26,175334451,False
interpolate,arithmetic__add_or_sub.txt,What is -66 plus -1514929558?,-1514929624,-66,False
interpolate,arithmetic__add_or_sub.txt,What is 0.052 - 107794521?,-107794520.948,0.052,False
interpolate,arithmetic__add_or_sub.txt,-289252752 + 112,-289252640,-289252752,False
interpolate,arithmetic__add_or_sub.txt,-1+17036.7312,17035.7312,-1,False
interpolate,arithmetic__add_or_sub.txt,What is -5 take away -15814.316743?,15809.316743,-5,False
interpolate,arithmetic__add_or_sub.txt,What is 8.4 + 133845316?,133845324.4,8.4,False
interpolate,arithmetic__add_or_sub_in_base.txt,"In base 3, what is -2011110222102 - -1?",-2011110222101,3,False
interpolate,arithmetic__add_or_sub_in_base.txt,"In base 8, what is 160771123 + 2?",160771125,8,False
interpolate,arithmetic__add_or_sub_in_base.txt,"In base 13, what is -64168a2 + -1?",-64168a3,13,False
interpolate,arithmetic__add_or_sub_in_base.txt,"In base 9, what is -2217 - -1144?",-1063,9,False
